0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"They plan to seize another solar system, start over again, and they haven't the manpower to do an adequate job--and they haven't the abundance of material needed to set up simple check and guard stations, such as any major Earth nation would have the sense to do.""","[4, 4, 2, 5, 7, 5, 6, 5, 4, 5, 3, 4, 4, 3, 3, 8, 2, 2, 2, 8, 3, 3, 4, 4, 3, 3, 9, 2, 8, 6, 2, 3, 2, 6, 5, 3, 5, 8, 4, 2, 3, 5, 5, 6, 5, 4, 3, 5, 2, 2]",211,"[1, 1, 1, 1, 3, 2, 2, 1, 2, 2, 1, 1, 1, 0, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 0, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",68,0.0989583333333,12,0,0,3
"""Why, that means we've got a fighting chance to lick 'em,"" said Burl joyfully.","[3, 4, 5, 2, 3, 3, 1, 8, 6, 2, 4, 3, 4, 4, 8]",60,"[1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3]",18,0.0,15,1,1,0
"""I kept thinking we'd run into more than we could cope with.""","[1, 4, 8, 2, 2, 3, 4, 4, 4, 2, 5, 4, 4]",47,"[1, 1, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1]",14,0.5,17,1,1,2
"""We've got a fighting chance, all right,"" said Haines.","[2, 3, 3, 1, 8, 6, 3, 5, 4, 6]",41,"[1, 0, 1, 1, 2, 1, 1, 1, 1, 1]",10,0.285714285714,9,1,1,2
"""We may be able to rip up their Sun-tap layouts, but what if we meet the main explorer ship itself?","[2, 3, 2, 4, 2, 3, 2, 5, 7, 7, 3, 4, 2, 2, 4, 3, 4, 8, 4, 6]",77,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2]",24,0.333333333333,16,0,0,2
"Anybody who can cross interstellar space and warp the power of the Sun, can probably outshoot, outrun, and outfight us.","[7, 3, 3, 5, 12, 5, 3, 4, 3, 5, 2, 3, 3, 3, 8, 8, 6, 3, 8, 2]",96,"[4, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1]",32,0.0,2,0,0,0
"Let's hope we don't meet them until we've done our work.""","[3, 2, 4, 2, 2, 3, 4, 4, 5, 2, 3, 4, 3, 4]",45,"[1, 0, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 1]",12,0.0,6,1,1,1
On this note the little discussion broke up as the gong rang for the next watch.,"[2, 4, 4, 3, 6, 10, 5, 2, 2, 3, 4, 4, 3, 3, 4, 5]",64,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,-0.09375,15,1,1,0
It made sense to Burl.,"[2, 4, 5, 2, 4]",17,"[1, 1, 1, 1, 1]",5,0.0,10,1,1,1
"If the _Magellan_ could just operate fast enough, keep on the jump, they'd save the day.","[2, 3, 8, 5, 4, 7, 4, 6, 4, 2, 3, 4, 4, 2, 4, 3, 3]",68,"[1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1]",21,0.1,16,1,1,0
But--and he realized that nobody had mentioned it aloud--it also followed that the enemy--however small its group--was still in the solar system somewhere and would certainly be starting to take action very soon now.,"[3, 3, 2, 8, 4, 6, 3, 9, 2, 5, 2, 4, 8, 4, 3, 5, 7, 5, 3, 5, 3, 5, 2, 3, 5, 6, 9, 3, 5, 9, 2, 8, 2, 4, 6, 4, 4, 3]",174,"[1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 1, 2, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 3, 1, 2, 1, 1, 2, 2, 1, 1]",59,0.0125,12,0,0,3
"The time came when the ship was to start slowing, to prepare itself for the meeting with Venus.","[3, 4, 4, 4, 3, 4, 3, 2, 5, 7, 2, 7, 6, 3, 3, 7, 4, 5]",76,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2]",23,0.0,15,1,1,0
Burl saw the hour and minute approach and watched Lockhart take the controls and set the new readings.,"[4, 3, 3, 4, 3, 6, 8, 3, 7, 8, 4, 3, 8, 3, 3, 3, 3, 8]",84,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3]",24,0.136363636364,16,0,0,0
"The steady hum of the generators--a vibration that had become a constant feature of the ship--altered, and for everyone it was a relief.","[3, 6, 3, 2, 3, 10, 1, 9, 4, 3, 6, 1, 8, 7, 2, 3, 4, 7, 3, 3, 8, 2, 3, 1, 6]",108,"[1, 3, 1, 1, 1, 4, 1, 3, 1, 1, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3]",41,0.0833333333333,4,0,0,3
Their minds had become attuned to the steady pitch.,"[5, 5, 3, 6, 7, 2, 3, 6, 5]",42,"[1, 1, 1, 2, 2, 1, 1, 3, 1]",13,0.166666666667,9,1,1,1
One didn't realize how annoying a nuisance it was until it stopped.,"[3, 3, 3, 7, 3, 8, 1, 8, 2, 3, 5, 2, 7]",55,"[1, 1, 0, 3, 1, 2, 1, 2, 1, 1, 2, 1, 1]",17,-0.8,5,1,1,0
"As the stellar generators let down on the drag on the Sun, the gravity within the ship lessened.","[2, 3, 7, 10, 3, 4, 2, 3, 4, 2, 3, 3, 3, 7, 6, 3, 4, 8]",77,"[1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2]",26,-0.00185185185185,2,0,0,0
"In a few moments there was a condition of zero, and those who had forgotten to strap themselves down found that they were floating about in the air, most of them giddy.","[2, 1, 3, 7, 5, 3, 1, 9, 2, 4, 3, 5, 3, 3, 9, 2, 5, 10, 4, 5, 4, 4, 4, 8, 5, 2, 3, 3, 4, 2, 4, 5]",134,"[1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2]",42,0.0481481481481,4,0,0,3
"There was a shift in the pitch, and the generators applied repulsion against the pull of the Sun.","[5, 3, 1, 5, 2, 3, 5, 3, 3, 10, 7, 9, 7, 3, 4, 2, 3, 3]",78,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 3, 2, 1, 1, 1, 1, 1]",25,0.0,2,0,0,0
"Those floating in the air crashed suddenly against the ceiling, then slid violently down the walls onto the floor as the inner sphere rotated on its gymbals to meet the new center of gravitational pull--this time away from the Sun.","[5, 8, 2, 3, 3, 7, 8, 7, 3, 7, 4, 4, 9, 4, 3, 5, 4, 3, 5, 2, 3, 5, 6, 7, 2, 3, 7, 2, 4, 3, 3, 6, 2, 13, 4, 4, 4, 4, 4, 3, 3]",188,"[1, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 5, 1, 1, 1, 2, 1, 1, 1]",58,-0.0238383838384,12,0,0,3
The viewers flickered off and then on again as their connecting surfaces inside and outside the sphere's double layer of walls slid apart and matched up again.,"[3, 7, 9, 3, 3, 4, 2, 5, 2, 5, 10, 8, 6, 3, 7, 3, 6, 2, 6, 5, 2, 5, 4, 5, 3, 7, 2, 5]",132,"[1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",38,0.0,4,0,0,3
"For an instant, as he saw the viewers blank out, Burl thought of what might happen if the sphere didn't rotate all the way.","[3, 2, 7, 2, 2, 3, 3, 7, 5, 3, 4, 7, 2, 4, 5, 6, 2, 3, 6, 3, 3, 6, 3, 3, 3]",97,"[1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 1, 1]",29,0.0,2,0,0,0
They would find themselves blind.,"[4, 5, 4, 10, 5]",28,"[1, 1, 1, 2, 1]",6,-0.5,8,1,1,1
"Now the ship proceeded on its charted orbit, slowing to meet Venus.","[3, 3, 4, 9, 2, 3, 7, 5, 7, 2, 4, 5]",54,"[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2]",16,0.0,15,1,1,1
"Several hours went by, one meal, and Burl had returned to his bunk, his rest period having arrived.","[7, 5, 4, 2, 3, 4, 3, 4, 3, 8, 2, 3, 4, 3, 4, 6, 6, 7]",78,"[3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2]",25,0.0,2,0,0,0
"Russ remained at the controls on duty, checking astronomically the new speed and deceleration.","[4, 8, 2, 3, 8, 2, 4, 8, 14, 3, 3, 5, 3, 12]",79,"[1, 2, 1, 1, 2, 1, 2, 2, 6, 1, 1, 0, 1, 5]",26,0.136363636364,16,0,0,0
"Burl tossed restlessly, the light out in the little cabin.","[4, 6, 10, 3, 5, 3, 2, 3, 6, 5]",47,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 2]",13,0.10625,6,1,1,1
"Something was bothering him, and after a while he realized that Clyde should have come off duty before this.","[9, 3, 9, 3, 3, 5, 1, 5, 2, 8, 4, 5, 6, 4, 4, 3, 4, 6, 4]",88,"[3, 1, 3, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1]",28,0.0,2,0,0,0
He glanced at the clock and calculated that Russ was two hours overdue.,"[2, 7, 2, 3, 5, 3, 10, 4, 4, 3, 3, 5, 7]",58,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2]",16,0.0,15,1,1,1
What was wrong?,"[4, 3, 5]",12,"[1, 1, 1]",3,-0.5,8,1,1,1
He slipped out of his bunk and climbed into his pants.,"[2, 7, 3, 2, 3, 4, 3, 7, 4, 3, 5]",43,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",12,0.0,6,1,1,1
"Ascending into the control room, he saw Lockhart, the two astronomers, and the entire engineering crew gathered over the controls in worried concentration.","[9, 4, 3, 7, 4, 2, 3, 8, 3, 3, 11, 3, 3, 6, 11, 4, 8, 4, 3, 8, 2, 7, 13]",129,"[3, 2, 1, 2, 1, 1, 1, 2, 1, 1, 4, 1, 1, 2, 4, 1, 2, 2, 1, 2, 1, 2, 4]",42,0.0,4,0,0,3
"He peered over their shoulders, but the dials meant little to him, since he did not know what they should have said.","[2, 6, 4, 5, 9, 3, 3, 5, 5, 6, 2, 3, 5, 2, 3, 3, 4, 4, 4, 6, 4, 4]",92,"[1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",26,-0.1875,18,0,0,0
"""What's happened?""","[4, 2, 8]",14,"[1, 0, 2]",3,0.0,10,1,1,1
he asked Russ.,"[2, 5, 4]",11,"[1, 1, 1]",3,0.0,10,1,1,1
Russ took him aside.,"[4, 4, 3, 5]",16,"[1, 1, 1, 2]",5,0.0,10,1,1,1
"""We're not going to make our connection with Venus,"" he said.","[2, 3, 3, 5, 2, 4, 3, 10, 4, 5, 2, 4]",47,"[1, 0, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1]",14,0.0,6,1,1,1
"""Our generators didn't operate exactly as we had hoped.","[3, 10, 3, 3, 7, 7, 2, 2, 3, 5]",45,"[1, 4, 1, 0, 3, 3, 1, 1, 1, 1]",16,0.25,9,1,1,2
"We haven't been able to slow down enough, the pull of the Sun is stronger than the power we can raise to stop it at our present speed.","[2, 4, 3, 4, 4, 2, 4, 4, 6, 3, 4, 2, 3, 3, 2, 8, 4, 3, 5, 2, 3, 5, 2, 4, 2, 2, 3, 7, 5]",105,"[1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0]",31,0.00888888888889,2,0,0,0
"We're going to shoot past Venus' orbit way ahead of the planet, and we're still heading sunward at a faster rate than we figured on.""","[2, 3, 5, 2, 5, 4, 5, 5, 3, 5, 2, 3, 6, 3, 2, 3, 5, 7, 7, 2, 1, 6, 4, 4, 2, 7, 2]",105,"[1, 0, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 1, 1, 0, 1, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1]",35,-0.25,13,0,0,0
"""You mean--we're falling into the Sun!""","[3, 4, 2, 3, 7, 4, 3, 3]",29,"[1, 2, 1, 0, 2, 2, 1, 1]",10,0.0,6,1,1,1
gasped Burl.,"[6, 4]",10,"[1, 1]",2,0.0,10,1,1,1
"""As things stand right now,"" said the youthful astrogator, ""that's just what is happening.""","[2, 6, 5, 5, 3, 4, 3, 8, 10, 4, 2, 4, 4, 2, 9]",71,"[1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 0, 1, 1, 1, 3]",20,0.285714285714,16,1,1,2
Chapter 7.,"[7, 1]",8,"[2, 0]",2,0.0,10,1,1,1
_Hot Spot on Mercury_   It seemed strange to Burl at that moment that there wasn't more excitement on board the _Magellan_.,"[3, 4, 2, 7, 2, 6, 7, 2, 4, 2, 4, 6, 4, 5, 3, 3, 4, 10, 2, 5, 3, 8]",96,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 4, 1, 1, 1, 3]",29,0.233333333333,1,0,0,2
To learn so early in the game that all were doomed should have brought more reaction.,"[2, 5, 2, 5, 2, 3, 4, 4, 3, 4, 6, 6, 4, 7, 4, 8]",69,"[1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",21,0.0666666666667,15,1,1,0
"It should have excited some sort of frenzy, or efforts to abandon ship, or something.","[2, 6, 4, 7, 4, 4, 2, 6, 2, 7, 2, 7, 4, 2, 9]",68,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 3]",22,0.375,17,1,1,2
"But the men in the cabin, though keyed up, were anything but panicky.","[3, 3, 3, 2, 3, 5, 6, 5, 2, 4, 8, 3, 7]",54,"[1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 3, 1, 3]",17,0.0,15,1,1,1
"Instead, there seemed to be grim concentration on their faces, an earnestness that spoke of a plan.","[7, 5, 6, 2, 2, 4, 13, 2, 5, 5, 2, 11, 4, 5, 2, 1, 4]",80,"[3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1]",25,-1.0,5,1,1,0
"Through a viewer which had been shielded so that the light would not blind the eyes, Burl could see the wide disc of the Sun now.","[7, 1, 6, 5, 3, 4, 8, 2, 4, 3, 5, 5, 3, 5, 3, 4, 4, 5, 3, 3, 4, 4, 2, 3, 3, 3]",102,"[1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",28,0.183333333333,1,0,0,2
"A few spots were visible on its blazing surface, and great tongues of burning gases encircled it for hundreds of thousands of miles.","[1, 3, 5, 4, 7, 2, 3, 7, 7, 3, 5, 7, 2, 7, 5, 9, 2, 3, 8, 2, 9, 2, 5]",108,"[1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1]",31,0.3,1,0,0,2
Were they really destined to end a mere cinder--an instantaneous flicker of fire in one of those prominences?,"[4, 4, 6, 8, 2, 3, 1, 4, 6, 2, 13, 7, 2, 4, 2, 3, 2, 5, 11]",89,"[1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1, 3]",29,-0.15,2,0,0,0
Clyde was working with Oberfield at the calculators.,"[5, 3, 7, 4, 9, 2, 3, 11]",44,"[1, 1, 2, 1, 4, 1, 1, 4]",15,0.0,6,1,1,1
"Burl watched them in silence, trying to determine what it was they were getting at.","[4, 7, 4, 2, 7, 6, 2, 9, 4, 2, 3, 4, 4, 7, 2]",67,"[1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1]",19,0.0,15,1,1,0
Finally they pulled a figure from one of their machines and took it over to Lockhart and the engineers.,"[7, 4, 6, 1, 6, 4, 3, 2, 5, 8, 3, 4, 2, 4, 2, 8, 3, 3, 9]",84,"[3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 3]",27,0.0,2,0,0,0
"There was a brief conference, and something seemed to be agreed upon.","[5, 3, 1, 5, 10, 3, 9, 6, 2, 2, 6, 4]",56,"[1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 1, 2]",18,0.0,15,1,1,0
"Clyde's face, which had been tense, was now more relaxed.","[5, 2, 4, 5, 3, 4, 5, 3, 3, 4, 7]",45,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]",11,0.0833333333333,6,1,1,1
"""I think we've got the problem licked,"" came the good word.","[1, 5, 2, 3, 3, 3, 7, 6, 4, 3, 4, 4]",45,"[1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1]",12,0.7,14,1,1,2
"""What's up?""","[4, 2, 2]",8,"[1, 0, 1]",2,0.0,10,1,1,1
asked Burl.,"[5, 4]",9,"[1, 1]",2,0.0,10,1,1,1
"""If we shoot past Venus, we should still be able to come to a stop, fall away from the Sun and maybe catch up with Venus again.","[2, 2, 5, 4, 5, 2, 6, 5, 2, 4, 2, 4, 2, 1, 4, 4, 4, 4, 3, 3, 3, 5, 5, 2, 4, 5, 5]",97,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",31,0.125,1,0,0,0
"It would take longer, but....""  ""We're altering our plans,"" interrupted Russ.","[2, 5, 4, 6, 3, 2, 3, 8, 3, 5, 11, 4]",56,"[1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 3, 1]",16,0.0,15,1,1,1
"""Of course, we could brake--that much we found out for sure.","[2, 6, 2, 5, 5, 4, 4, 2, 5, 3, 3, 4]",45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,0.35,17,1,1,2
The trouble lay in our lack of effective tests for the _Magellan's_ drive.,"[3, 7, 3, 2, 3, 4, 2, 9, 5, 3, 3, 10, 5]",59,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1]",17,0.2,16,1,1,2
"We thought we knew just what it would do, but after all, the problems of space are intricate.","[2, 7, 2, 4, 4, 4, 2, 5, 2, 3, 5, 3, 3, 8, 2, 5, 3, 9]",73,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3]",22,0.0,15,1,1,0
It turned out that it did not act so effectively against the Sun as had been calculated.,"[2, 6, 3, 4, 2, 3, 3, 3, 2, 11, 7, 3, 3, 2, 3, 4, 10]",71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1, 3]",24,0.6,11,0,0,2
"Either that, or the Sun's pull was stronger at this proximity than registered on our instruments.","[6, 4, 2, 3, 3, 2, 4, 3, 8, 2, 4, 9, 4, 10, 2, 3, 11]",80,"[2, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 4, 1, 3, 1, 1, 3]",25,0.0,2,0,0,0
"Chasing after Venus, after coming back to its orbit, could be done, but it would prove time-consuming and difficult to plan.","[7, 5, 5, 5, 6, 4, 2, 3, 5, 5, 2, 4, 3, 2, 5, 5, 14, 3, 9, 2, 4]",100,"[2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 1]",33,-0.25,13,0,0,0
"What we are doing instead is altering our schedule.""","[4, 2, 3, 5, 7, 2, 8, 3, 8]",42,"[1, 1, 1, 1, 3, 1, 3, 1, 2]",14,0.0,6,1,1,1
"""But then there's no other place to go from here but Mercury.","[3, 4, 5, 2, 2, 5, 5, 2, 2, 4, 4, 3, 7]",48,"[1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 3]",15,0.0625,6,1,1,1
"Is that what the new plan is?""","[2, 4, 4, 3, 3, 4, 2]",22,"[1, 1, 1, 1, 1, 1, 1]",7,0.136363636364,9,1,1,1
Burl asked him.,"[4, 5, 3]",12,"[1, 1, 1]",3,0.0,10,1,1,1
Russ nodded.,"[4, 6]",10,"[1, 1]",2,0.0,10,1,1,1
"""Mercury is coming around this side of the Sun.","[7, 2, 6, 6, 4, 4, 2, 3, 3]",37,"[3, 1, 2, 2, 1, 1, 1, 1, 1]",13,0.0,6,1,1,1
"By the time we have braked, we will be closer to its orbit than to that of Venus.","[2, 3, 4, 2, 4, 6, 2, 4, 2, 6, 2, 3, 5, 4, 2, 4, 2, 5]",62,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",21,0.0,15,1,1,0
"So we shall proceed inward toward it and make our first planetfall there.""","[2, 2, 5, 7, 6, 6, 2, 3, 4, 3, 5, 10, 5]",60,"[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 1]",17,0.25,16,1,1,2
"Mercury, the smallest and hottest planet in the system.","[7, 3, 8, 3, 7, 6, 2, 3, 6]",45,"[3, 1, 2, 1, 2, 2, 1, 1, 2]",15,0.0,6,1,1,1
Burl remembered that it was one of the two worlds that they knew for sure had a Sun-tap station on it.,"[4, 10, 4, 2, 3, 3, 2, 3, 3, 6, 4, 4, 4, 3, 4, 3, 1, 7, 7, 2, 2]",81,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",25,0.5,11,0,0,2
He went down the hatch to carry the news to the landing crew.,"[2, 4, 4, 3, 5, 2, 5, 3, 4, 2, 3, 7, 4]",48,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1]",15,-0.155555555556,0,1,1,0
"Haines, Burl discovered, had already heard the new plan on the intercom from Lockhart.","[6, 4, 10, 3, 7, 5, 3, 3, 4, 2, 3, 8, 4, 8]",70,"[1, 1, 3, 1, 4, 2, 1, 1, 1, 1, 1, 3, 1, 2]",23,0.136363636364,16,1,1,0
"As soon as Burl joined them, the four men, including Ferrati and Boulton, went into a planning session.","[2, 4, 2, 4, 6, 4, 3, 4, 3, 9, 7, 3, 7, 4, 4, 1, 8, 7]",82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 1, 2, 1, 2, 2]",26,0.0,2,0,0,0
The problem of Mercury was a hard one.,"[3, 7, 2, 7, 3, 1, 4, 3]",30,"[1, 2, 1, 3, 1, 1, 1, 1]",11,-0.291666666667,0,1,1,1
"As Ferrati remarked, ""It would have been better to tackle this one last instead of taking it on first.""","[2, 7, 8, 2, 5, 4, 4, 6, 2, 6, 4, 3, 4, 7, 2, 6, 2, 2, 5]",81,"[1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1]",26,0.25,16,0,0,2
"""Yes, but on the other hand,"" was Haines's comment, ""Mercury's station is probably one of the most important--located as it is, so close to the Sun.","[3, 3, 2, 3, 5, 4, 3, 6, 2, 7, 7, 2, 7, 2, 8, 3, 2, 3, 4, 9, 7, 2, 2, 2, 2, 5, 2, 3, 3]",113,"[0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 3, 0, 2, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",36,0.1875,1,0,0,3
"With ideal conditions for steady, undiverted concentration of solar power, it must be the primary station in the system.""","[4, 5, 10, 3, 6, 10, 13, 2, 5, 5, 2, 4, 2, 3, 7, 7, 2, 3, 6]",99,"[1, 3, 3, 1, 3, 3, 4, 1, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 2]",36,0.488888888889,11,0,0,2
"""The problem boils down--and I do mean 'boils'--to heat,"" Boulton laughed.","[3, 7, 5, 4, 3, 1, 2, 4, 6, 2, 4, 7, 7]",55,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1]",17,0.19375,16,1,1,2
"""Mercury rotates on its axis only once a year--its year being only eighty-eight of our days long.","[7, 7, 2, 3, 4, 4, 4, 1, 4, 3, 4, 5, 4, 12, 2, 3, 4, 4]",77,"[3, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1]",28,-0.0166666666667,2,0,0,0
"This means that just as the Moon presents only one side to the Earth, Mercury always presents the same hemisphere to the Sun.","[4, 5, 4, 4, 2, 3, 4, 8, 4, 3, 4, 2, 3, 5, 7, 6, 8, 3, 4, 10, 2, 3, 3]",101,"[1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 1, 3, 1, 1, 1]",33,0.0,2,0,0,0
"On the Sun side, therefore, there is always day.","[2, 3, 3, 4, 9, 5, 2, 6, 3]",37,"[1, 1, 1, 1, 3, 1, 1, 2, 1]",12,0.0,6,1,1,1
The Sun appears to be fixed in the sky.,"[3, 3, 7, 2, 2, 5, 2, 3, 3]",30,"[1, 1, 3, 1, 1, 1, 1, 1, 1]",11,0.1,6,1,1,1
"Naturally, we assume the Sun-tap station will be on that sunny side.","[9, 2, 6, 3, 7, 7, 4, 2, 2, 4, 5, 4]",55,"[4, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1]",19,0.1,15,1,1,1
"And the heat must be terrific.""","[3, 3, 4, 4, 2, 8]",24,"[1, 1, 2, 1, 1, 3]",9,0.0,10,1,1,1
"""Matter of fact,"" said Haines dryly, ""the records show the heat in the center of the Sun side reaches 770 deg.","[6, 2, 4, 4, 6, 5, 3, 7, 4, 3, 4, 2, 3, 6, 2, 3, 3, 4, 7, 3, 3]",84,"[2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1]",26,-0.1,2,0,0,0
Fahrenheit.,[10],10,[3],3,0.0,10,1,1,1
"Enough to keep tin and lead molten.""","[6, 2, 4, 3, 3, 4, 6]",28,"[2, 1, 1, 1, 1, 2, 2]",10,0.0,6,1,1,1
"""The problem is how to reach the station over such a boiling landscape,"" summed up Burl.","[3, 7, 2, 3, 2, 5, 3, 7, 4, 4, 1, 7, 9, 6, 2, 4]",69,"[1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1]",22,0.0,15,1,1,0
"""It seems to me that the absence of an atmosphere could answer part of the problem.""","[2, 5, 2, 2, 4, 3, 7, 2, 2, 10, 5, 6, 4, 2, 3, 7]",66,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2]",21,-0.0125,15,1,1,0
Haines nodded.,"[6, 6]",12,"[1, 1]",2,0.0,10,1,1,1
"""Let's get to work on a plan of action, men.","[3, 2, 3, 2, 4, 2, 1, 4, 2, 6, 3]",32,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1]",11,0.1,6,1,1,1
"We've got a few days to get our equipment laid out.""","[2, 3, 3, 1, 3, 4, 2, 3, 3, 9, 4, 3]",40,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",13,-0.2,0,1,1,1
Those few days passed quickly enough.,"[5, 3, 4, 6, 7, 6]",31,"[1, 1, 1, 1, 2, 2]",8,-0.1,0,1,1,1
